,br_code,Branch_name,supplier_code,Supplier_name,item_code,Item_name,qty,line_level_rate,qty_calc,total
43,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),200253,NERVUP INJ 1ML AMP,4,76.19,4,304.76
44,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200254,ALAMIN-M FORTE 10CAP,4,89.50,40,358.00
45,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200255,ALAMIN-SN 200ML I.V,4,350.76,4,1403.04
46,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200256,ALASPAN 10TAB,4,88.10,40,352.40
47,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200275,ALCIPRO 500MG 10TAB,4,0,40,0
48,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200292,ALERID-COLD 10TAB,4,30.20,40,120.80
49,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200293,ALERID-D 10TAB,4,39.30,40,157.20
50,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200294,ALERID SYP 30ML,4,14.61,4,58.44
51,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200295,ALERID 10MG  10TAB,4,12.80,40,51.20
52,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200304,ALEVO 250MG 10TAB,4,31.60,40,126.40
53,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,200307,ALEX GINGER LEMON LOZENGES 10TAB,1,77.40,10,77.40
54,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,200309,ALEX-P SYP 60ML,3,70.17,3,210.51
55,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,200310,ALEX DROPS ORANGE FLAV 15ML,5,48.86,5,244.30
56,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,200312,ALEX SYP 100ML,2,88.53,2,177.06
57,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S15176,MACLEODS PHARMACEUTICALS LTD,200317,ALFACAL-PLUS 10CAP,4,0,40,0
58,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S04692,ARHAM DISTRIBUTORS (KALBADEVI),200325,ALFAKIM 250MG INJ 2ML VIAL,10,17.45,10,174.50
59,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S04692,ARHAM DISTRIBUTORS (KALBADEVI),200326,ALFAKIM 500MG INJ 2ML VIAL,3,22.66,3,67.98
60,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09042,STL PHARMA PVT LTD (BHIWANDI),200327,ALFALFA FORTE SYP 450ML,4,144.00,4,576.00
61,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200343,ALKANIL SYP 100ML,4,70.44,4,281.76
62,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S20218,WOCKHARDT LIMITED,200351,GLIMADAY-FORTE 3MG 10TAB,4,0,40,0
63,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,200360,ALLERCET 10TAB,4,12.10,40,48.40
64,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,200361,ALLERCET-DC 10TAB,4,51.40,40,205.60
65,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200379,ALOEDERM CREAM 50GM,4,108.92,4,435.68
66,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200382,ALOES COMPOUND 50TAB,4,50.22,4,200.88
67,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200383,ALOES COMPOUND 100TAB,4,102.30,4,409.20
68,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S19892,MANKIND PHARMA LIMITED (SHEETAL),200394,ALPHADOL 0.25MCG 10CAP,4,77.10,40,308.40
69,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S19892,MANKIND PHARMA LIMITED (SHEETAL),200395,ALPHADOL 1MG 10CAP,4,0,40,0
70,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S19892,MANKIND PHARMA LIMITED (SHEETAL),200396,ALPHADOL-C 10CAP,4,0,40,0
71,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200398,ALPHAGAN E/DROP 5ML,4,285.80,4,1143.20
72,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200407,ALPRAX 1MG 15TAB,4,74.85,60,299.40
73,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200409,ALPRAX-FORTE 10TAB,4,0,40,0
74,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200410,ALPRAX-PLUS 10TAB,4,55.20,40,220.80
75,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200411,ALPROCONTIN 0.5MG 10TAB,4,23.00,40,92.00
76,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200416,ALPROVIT-PLUS SYP 200ML,4,109.18,4,436.72
77,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200422,ALSAREX 40TAB,4,87.88,4,351.52
78,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200423,ALSARTAN 25MG 10TAB,4,0,40,0
79,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200424,ALSARTAN 50MG 10TAB,4,49.50,40,198.00
80,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200425,ALSARTAN-AM 10TAB,4,55.70,40,222.80
81,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200426,ALSARTAN-H 10TAB,4,0,40,0
82,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,200432,ALTACEF 250MG 10TAB,2,0,20,0
83,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09552,EG LIFECARE SERVICES PVT LTD,200434,ALTACEF SYP 30ML,5,103.77,5,518.85
84,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,200440,ALTHROCIN-KID 10TAB,4,27.40,40,109.60
85,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,200441,ALTHROCIN 250MG 10TAB,4,35.30,40,141.20
86,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,200442,ALTHROCIN 500MG 10TAB,4,68.70,40,274.80
87,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,200443,ALTHROCIN ORAL DROP 10ML,4,31.77,4,127.08
88,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,200445,ALTHROCIN LIQ 60ML,4,36.96,4,147.84
89,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,200462,ALZOLAM 0.25MG 10TAB,4,12.30,40,49.20
90,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,200463,ALZOLAM 0.5MG 10TAB,4,25.80,40,103.20
91,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S05949,PARSHVA PHARMA,200472,AMACE 10TAB,4,54.00,40,216.00
92,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01264,MOHAR MEDICAL AGENCIES,200485,AMBCET SYP 60ML,4,0,4,0
93,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),200487,AMBISTRYN-S 0.75MG INJ VIAL,4,7.27,4,29.08
94,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),200488,AMBISTRYN-S 1GM INJ VIAL,4,6.97,4,27.88
95,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200493,AMBRODIL 10TAB,4,18.40,40,73.60
96,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200494,AMBRODIL ORAL DROP 15ML,4,23.99,4,95.96
97,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200496,AMBRODIL-PLUS SYP NEW 100ML,4,58.84,4,235.36
98,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200497,AMBRODIL SYP 100ML,4,45.62,4,182.48
99,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200498,AMBRODIL-S SYP 100ML,4,19.85,4,79.40
100,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200499,AMBROLITE 10TAB,4,22.30,40,89.20
101,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200500,AMBROLITE-2S SYP 100ML,4,62.00,4,248.00
102,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200501,AMBROLITE-S EXPT 100ML,4,0,4,0
103,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200503,AMBROLITE SYP 100ML,4,55.64,4,222.56
104,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200504,AMBROLITE-D SYP 60ML,4,0,4,0
105,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S18658,CADILA PHARMACEUTICALS LTD,200513,AMDEPIN 10MG 10TAB,4,0,40,0
106,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S18658,CADILA PHARMACEUTICALS LTD,200516,AMDEPIN-AT 14TAB,4,64.96,56,259.84
107,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200525,AMICLINE 10TAB,4,8.50,40,34.00
108,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200526,AMICLINE-PLUS 10TAB,4,58.00,40,232.00
109,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200528,AMIFRU 40MG 10TAB,4,7.40,40,29.60
110,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200533,AMINOGEN E/DROP 5ML,4,195.17,4,780.68
111,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01069,KUNJAL SURGICALS & MEDICAL,200536,AMINOPHYLLINE INJ 10ML AMP,4,0,4,0
112,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200541,AMITONE 25MG 10TAB,4,18.20,40,72.80
113,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200542,AMITONE 75MG 10TAB,4,31.00,40,124.00
114,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200543,AMITONE 10MG 10TAB,4,14.10,40,56.40
115,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01766,S R PHARMACEUTICALS,200548,AMITRYN-C PLUS 10TAB,4,0,40,0
116,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,200549,AMIXIDE 10TAB,4,44.70,40,178.80
117,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,200551,AMIXIDE-H 10TAB,4,32.80,40,131.20
118,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200556,AMLACE 10TAB,4,65.60,40,262.40
119,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01733,ROYAL PHARMA(MULUND),200557,AMLANT 6TAB,4,0,24,0
120,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09042,STL PHARMA PVT LTD (BHIWANDI),200558,AMLAPITTANASHAK KADHA 200ML,4,64.02,4,256.08
121,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09042,STL PHARMA PVT LTD (BHIWANDI),200559,AMLAPITTANASHAK KADHA 450ML,4,112.74,4,450.96
122,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,200580,AMLONG 10MG 10TAB,4,0,40,0
123,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,200584,AMLONG-A 10TAB,4,0,40,0
124,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,200585,AMLONG-A 25MG 10TAB,4,39.20,40,156.80
125,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200586,AMLOPIN 10MG 10TAB,4,35.70,40,142.80
126,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200587,AMLOPIN 2.5MG 10TAB,4,13.20,40,52.80
127,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200588,AMLOPIN 5MG 10TAB,4,16.90,40,67.60
128,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200589,AMLOPIN-AT 10TAB,4,58.00,40,232.00
129,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200591,AMLOPRES 10MG 10TAB,4,40.10,40,160.40
130,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200592,AMLOPRES 2.5MG 15TAB,4,19.80,60,79.20
131,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200596,AMLOSAFE 10MG 10TAB,8,35.70,80,285.60
132,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01611,RAHUL DISTRIBUTORS PVT LTD,200601,AMLOSAFE-LS 5.5MG 10TAB,8,73.30,80,586.40
133,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200611,AMLOZ 10MG 10TAB,4,37.60,40,150.40
134,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200614,AMLOZ-AT 25MG 14TAB,4,73.64,56,294.56
135,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200615,AMLOZ-AT 50MG 14TAB,4,107.80,56,431.20
136,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S07741,CHIMANLAL SONS MEDICARE PRODUCTS PVT LTD,200616,AMLOZ-L 10TAB,4,76.90,40,307.60
137,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S14266,JAY JAGANNATH ENTERPRISES,200620,AMLYCURE-DS SYP 100ML,4,85.31,4,341.24
138,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S13627,SIDDHAYU HEALTHCARE PVT LTD,200625,AMOEBICA 25TAB,4,73.66,4,294.64
139,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S04692,ARHAM DISTRIBUTORS (KALBADEVI),200635,AMPICLOX 10CAP OMEGA,3,29.40,30,88.20
140,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200650,AMPOXIN 1GM INJ VIAL,4,28.59,4,114.36
141,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200652,AMPOXIN 250MG INJ VIAL,4,0,4,0
142,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200654,AMPOXIN 500MG INJ VIAL,4,22.03,4,88.12
143,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200655,AMPOXIN-KID 10TAB,4,0,40,0
144,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S00870,HUMAN CARE PHARMACEUTICALS,200656,AMPOXIN DRY SYP 30ML,4,23.47,4,93.88
145,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09042,STL PHARMA PVT LTD (BHIWANDI),200662,AMRITARISHTA SANDU 450ML,4,127.03,4,508.12
146,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09042,STL PHARMA PVT LTD (BHIWANDI),200663,AMRITARISHTA SANDU 200ML,4,72.57,4,290.28
147,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09042,STL PHARMA PVT LTD (BHIWANDI),200665,AMRUT MALAM 25GM,4,43.65,4,174.60
148,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S09042,STL PHARMA PVT LTD (BHIWANDI),200666,AMRUT MALAM 10GM,4,24.41,4,97.64
149,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S01963,SHREE J RAMESH & COMPANY,200682,AMTAS-LP 10TAB,4,64.90,40,259.60
150,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S14266,JAY JAGANNATH ENTERPRISES,200693,AMYRON SYP 200ML,4,111.87,4,447.48
151,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),200699,ANAFORTAN INJ 2ML AMP,4,19.05,4,76.20
152,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S10248,ABBOTT HEALTHCARE PVT LTD (THANE),200700,ANAFORTAN-N 10TAB,4,54.10,40,216.40
153,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S03583,RAHUL DISTRIBUTORS PVT LTD (KARAD),200712,ANAPROTIN SYP 200ML,4,144.90,4,579.60
154,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,200737,ANGIZAAR 25MG 10TAB,4,0,40,0
155,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,200738,ANGIZAAR 50MG 10TAB,4,43.10,40,172.40
156,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S12960,SHREE FORMULATIONS,200739,ANGIZAAR-H 10TAB,4,99.60,40,398.40
157,503,WELLNESS FOREVER MEDICARE LIMITED ZEDC,S17995,SUN PHARMA DISTRIBUTORS LTD,200740,ANGIZEM 30MG 10TAB,4,17.20,40,68.80
